protein_group,precursor_num,scan_num
sp|O60814|H2B1K_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,2,3
sp|O60832|DKC1_HUMAN,1,1
sp|O60841|IF2P_HUMAN,2,2
sp|O60885|BRD4_HUMAN;sp|Q15059|BRD3_HUMAN,1,1
sp|O75083|WDR1_HUMAN,1,1
sp|O75112|LDB3_HUMAN,1,1
sp|O75347|TBCA_HUMAN,1,1
sp|O75367|H2AY_HUMAN,3,3
sp|O75369|FLNB_HUMAN,13,13
sp|O75369|FLNB_HUMAN;sp|Q14315|FLNC_HUMAN,2,2
sp|O75390|CISY_HUMAN,4,4
sp|O75396|SC22B_HUMAN,2,2
sp|O75417|DPOLQ_HUMAN,1,1
sp|O75494|SRS10_HUMAN;sp|Q8WXF0|SRS12_HUMAN,1,1
sp|O75526|RMXL2_HUMAN;sp|P38159|RBMX_HUMAN,1,1
sp|O75533|SF3B1_HUMAN,1,1
sp|O75534|CSDE1_HUMAN,1,1
sp|O75582|KS6A5_HUMAN,2,2
sp|O75593|FOXH1_HUMAN,1,1
sp|O75643|U520_HUMAN,1,1
sp|O75718|CRTAP_HUMAN,2,2
sp|O75821|EIF3G_HUMAN,1,1
sp|O75947|ATP5H_HUMAN,1,1
sp|O75976|CBPD_HUMAN,1,1
sp|O76003|GLRX3_HUMAN,1,1
sp|O76015|KRT38_HUMAN,1,1
sp|O76021|RL1D1_HUMAN,3,3
sp|O94762|RECQ5_HUMAN,1,1
sp|O94992|HEXI1_HUMAN,1,1
sp|O95154|ARK73_HUMAN,1,1
sp|O95197|RTN3_HUMAN,1,1
sp|O95292|VAPB_HUMAN;sp|Q9P0L0|VAPA_HUMAN,1,1
sp|O95336|6PGL_HUMAN,1,1
sp|O95373|IPO7_HUMAN,1,1
sp|O95394|AGM1_HUMAN,1,1
sp|O95445|APOM_HUMAN,1,1
sp|O95571|ETHE1_HUMAN,1,1
sp|O95661|DIRA3_HUMAN,1,1
sp|O95757|HS74L_HUMAN;sp|Q92598|HS105_HUMAN,1,2
sp|O95881|TXD12_HUMAN,2,2
sp|P00338|LDHA_HUMAN,7,10
sp|P00367|DHE3_HUMAN,1,1
sp|P00403|COX2_HUMAN,1,1
sp|P00441|SODC_HUMAN,2,2
sp|P00492|HPRT_HUMAN,1,1
sp|P00505|AATM_HUMAN,3,4
sp|P00558|PGK1_HUMAN,14,18
sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN,3,6
sp|P00966|ASSY_HUMAN,1,1
sp|P01024|CO3_HUMAN,4,4
sp|P02042|HBD_HUMAN;sp|P68871|HBB_HUMAN,2,3
sp|P02458|CO2A1_HUMAN,3,3
sp|P02461|CO3A1_HUMAN,1,1
sp|P02533|K1C14_HUMAN;sp|P08727|K1C19_HUMAN;sp|P08779|K1C16_HUMAN;sp|P19012|K1C15_HUMAN;sp|Q04695|K1C17_HUMAN,1,1
sp|P02533|K1C14_HUMAN;sp|P08779|K1C16_HUMAN;sp|P13646|K1C13_HUMAN;sp|P19012|K1C15_HUMAN;sp|P35900|K1C20_HUMAN;sp|Q04695|K1C17_HUMAN,2,2
sp|P02545|LMNA_HUMAN,15,15
sp|P02751|FINC_HUMAN,1,2
sp|P02768|ALBU_HUMAN,2,2
sp|P02786|TFR1_HUMAN,9,9
sp|P03928|ATP8_HUMAN,1,1
sp|P04040|CATA_HUMAN,1,1
sp|P04075|ALDOA_HUMAN,10,14
sp|P04080|CYTB_HUMAN,1,1
sp|P04083|ANXA1_HUMAN,7,8
sp|P04179|SODM_HUMAN,1,1
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN,1,2
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,2
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN,1,1
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN,1,1
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q3ZCM7|TBB8_HUMAN,2,4
sp|P04406|G3P_HUMAN,12,25
sp|P04439|HLAA_HUMAN,1,1
sp|P04792|HSPB1_HUMAN,1,1
sp|P04843|RPN1_HUMAN,4,4
sp|P04908|H2A1B_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,2,7
sp|P04908|H2A1B_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1,4
sp|P04908|H2A1B_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,4,6
sp|P05023|AT1A1_HUMAN,1,1
sp|P05023|AT1A1_HUMAN;sp|P13637|AT1A3_HUMAN;sp|P20648|ATP4A_HUMAN;sp|P50993|AT1A2_HUMAN;sp|P54707|AT12A_HUMAN;sp|Q13733|AT1A4_HUMAN,1,1
sp|P05141|ADT2_HUMAN,1,2
sp|P05141|ADT2_HUMAN;sp|P12235|ADT1_HUMAN;sp|P12236|ADT3_HUMAN,2,3
sp|P05141|ADT2_HUMAN;sp|P12235|ADT1_HUMAN;sp|P12236|ADT3_HUMAN;sp|Q9H0C2|ADT4_HUMAN,2,2
sp|P05141|ADT2_HUMAN;sp|P12236|ADT3_HUMAN,1,1
sp|P05161|ISG15_HUMAN,1,1
sp|P05198|IF2A_HUMAN,4,4
sp|P05362|ICAM1_HUMAN,1,1
sp|P05387|RLA2_HUMAN,6,11
sp|P05388|RLA0_HUMAN,1,2
sp|P05388|RLA0_HUMAN;sp|Q8NHW5|RLA0L_HUMAN,2,3
sp|P05455|LA_HUMAN,1,1
sp|P05556|ITB1_HUMAN,1,1
sp|P05783|K1C18_HUMAN,12,13
sp|P05783|K1C18_HUMAN;sp|P08727|K1C19_HUMAN,2,3
sp|P05787|K2C8_HUMAN,16,24
sp|P06239|LCK_HUMAN;sp|P06241|FYN_HUMAN;sp|P07947|YES_HUMAN;sp|P07948|LYN_HUMAN;sp|P08631|HCK_HUMAN;sp|P09769|FGR_HUMAN;sp|P11362|FGFR1_HUMAN;sp|P20794|MAK_HUMAN;sp|P21802|FGFR2_HUMAN;sp|P22455|FGFR4_HUMAN;sp|P22607|FGFR3_HUMAN;sp|P51451|BLK_HUMAN;sp|Q8IZL9|CDK20_HUMAN;sp|Q9UPZ9|CILK1_HUMAN,1,1
sp|P06396|GELS_HUMAN,2,2
sp|P06493|CDK1_HUMAN,1,1
sp|P06576|ATPB_HUMAN,11,13
sp|P06727|APOA4_HUMAN,2,2
sp|P06733|ENOA_HUMAN,14,21
sp|P06733|ENOA_HUMAN;sp|P09104|ENOG_HUMAN;sp|P13929|ENOB_HUMAN,2,5
sp|P06737|PYGL_HUMAN;sp|P11216|PYGB_HUMAN;sp|P11217|PYGM_HUMAN,1,1
sp|P06744|G6PI_HUMAN,5,5
sp|P06748|NPM_HUMAN,3,3
sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q8N257|H2B3B_HUMAN,1,1
sp|P07195|LDHB_HUMAN,6,7
sp|P07237|PDIA1_HUMAN,3,4
sp|P07355|ANXA2_HUMAN,5,8
sp|P07384|CAN1_HUMAN,2,2
sp|P07437|TBB5_HUMAN,3,3
sp|P07437|TBB5_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,3,5
sp|P07602|SAP_HUMAN,3,3
sp|P07686|HEXB_HUMAN,2,2
sp|P07737|PROF1_HUMAN,7,11
sp|P07741|APT_HUMAN,1,1
sp|P07814|SYEP_HUMAN,2,2
sp|P07900|HS90A_HUMAN,3,4
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN,1,2
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q58FG1|HS904_HUMAN,1,1
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FF8|H90B2_HUMAN,1,1
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q58FF6|H90B4_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q58FF8|H90B2_HUMAN,1,1
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q58FF6|H90B4_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q58FG0|HS905_HUMAN,2,4
sp|P07900|HS90A_HUMAN;sp|Q14568|HS902_HUMAN,1,1
sp|P07900|HS90A_HUMAN;sp|Q58FG1|HS904_HUMAN,2,2
sp|P07954|FUMH_HUMAN,4,4
sp|P08174|DAF_HUMAN,1,1
sp|P08195|4F2_HUMAN,7,7
sp|P08238|HS90B_HUMAN,6,10
sp|P08238|HS90B_HUMAN;sp|P14625|ENPL_HUMAN,1,4
sp|P08238|HS90B_HUMAN;sp|Q58FF7|H90B3_HUMAN,3,3
sp|P08243|ASNS_HUMAN,1,1
sp|P08559|ODPA_HUMAN,1,2
sp|P08579|RU2B_HUMAN;sp|P09012|SNRPA_HUMAN,1,1
sp|P08621|RU17_HUMAN,1,1
sp|P08670|VIME_HUMAN,6,7
sp|P08670|VIME_HUMAN;sp|P17661|DESM_HUMAN,1,1
sp|P08697|A2AP_HUMAN,1,1
sp|P08708|RS17_HUMAN,1,3
sp|P08727|K1C19_HUMAN,3,3
sp|P08729|K2C7_HUMAN,6,6
sp|P08729|K2C7_HUMAN;sp|Q14CN4|K2C72_HUMAN,2,3
sp|P08758|ANXA5_HUMAN,4,5
sp|P08865|RSSA_HUMAN,2,2
sp|P09104|ENOG_HUMAN,1,3
sp|P09234|RU1C_HUMAN,1,1
sp|P09382|LEG1_HUMAN,2,2
sp|P09525|ANXA4_HUMAN,1,1
sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN,1,2
sp|P09661|RU2A_HUMAN,1,1
sp|P09874|PARP1_HUMAN,1,1
sp|P09960|LKHA4_HUMAN,1,1
sp|P09972|ALDOC_HUMAN,1,1
sp|P0C0E4|RB40L_HUMAN;sp|Q8WXH6|RB40A_HUMAN,1,1
sp|P0C0S5|H2AZ_HUMAN;sp|Q71UI9|H2AV_HUMAN,1,1
sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,1,2
sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN;sp|P62979|RS27A_HUMAN;sp|P62987|RL40_HUMAN,4,8
sp|P0DME0|SETLP_HUMAN;sp|Q01105|SET_HUMAN,3,4
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN,5,6
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P11142|HSP7C_HUMAN;sp|P17066|HSP76_HUMAN;sp|P34931|HS71L_HUMAN;sp|P48741|HSP77_HUMAN;sp|P54652|HSP72_HUMAN,2,3
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P17066|HSP76_HUMAN,2,2
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P17066|HSP76_HUMAN;sp|P34931|HS71L_HUMAN;sp|P48741|HSP77_HUMAN,1,1
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P34931|HS71L_HUMAN,4,5
sp|P0DP23|CALM1_HUMAN;sp|P0DP24|CALM2_HUMAN;sp|P0DP25|CALM3_HUMAN,2,2
sp|P0DP23|CALM1_HUMAN;sp|P0DP24|CALM2_HUMAN;sp|P0DP25|CALM3_HUMAN;sp|P27482|CALL3_HUMAN,1,1
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN,1,1
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,1,2
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,6,9
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,3,6
sp|P10412|H14_HUMAN;sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN,3,7
sp|P10412|H14_HUMAN;sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN;sp|P22492|H1T_HUMAN;sp|Q02539|H11_HUMAN,1,1
sp|P10599|THIO_HUMAN,4,5
sp|P10606|COX5B_HUMAN,1,1
sp|P10809|CH60_HUMAN,15,19
sp|P11021|BIP_HUMAN,12,18
sp|P11021|BIP_HUMAN;sp|P11142|HSP7C_HUMAN;sp|P34931|HS71L_HUMAN;sp|P54652|HSP72_HUMAN,2,3
sp|P11142|HSP7C_HUMAN,17,21
sp|P11142|HSP7C_HUMAN;sp|P17066|HSP76_HUMAN;sp|P54652|HSP72_HUMAN,1,1
sp|P11142|HSP7C_HUMAN;sp|P54652|HSP72_HUMAN,2,2
sp|P11172|UMPS_HUMAN,1,1
sp|P11177|ODPB_HUMAN,2,2
sp|P11387|TOP1_HUMAN,1,1
sp|P11413|G6PD_HUMAN,5,5
sp|P11586|C1TC_HUMAN,8,8
sp|P11766|ADHX_HUMAN,1,1
sp|P11908|PRPS2_HUMAN;sp|P21108|PRPS3_HUMAN;sp|P60891|PRPS1_HUMAN,1,1
sp|P11940|PABP1_HUMAN,1,1
sp|P11940|PABP1_HUMAN;sp|Q13310|PABP4_HUMAN,1,1
sp|P11940|PABP1_HUMAN;sp|Q4VXU2|PAP1L_HUMAN,1,1
sp|P12004|PCNA_HUMAN,7,7
sp|P12081|HARS1_HUMAN;sp|P49590|SYHM_HUMAN,1,1
sp|P12107|COBA1_HUMAN,1,1
sp|P12109|CO6A1_HUMAN,1,1
sp|P12236|ADT3_HUMAN,1,1
sp|P12268|IMDH2_HUMAN,1,1
sp|P12270|TPR_HUMAN,4,4
sp|P12277|KCRB_HUMAN,1,1
sp|P12429|ANXA3_HUMAN,3,3
sp|P12814|ACTN1_HUMAN,1,1
sp|P12956|XRCC6_HUMAN,6,6
sp|P13010|XRCC5_HUMAN,5,6
sp|P13073|COX41_HUMAN,2,2
sp|P13639|EF2_HUMAN,11,12
sp|P13645|K1C10_HUMAN;sp|P13646|K1C13_HUMAN;sp|Q2M2I5|K1C24_HUMAN,1,1
sp|P13647|K2C5_HUMAN,1,1
sp|P13667|PDIA4_HUMAN,2,2
sp|P13693|TCTP_HUMAN,1,1
sp|P13796|PLSL_HUMAN;sp|P13797|PLST_HUMAN,1,1
sp|P13797|PLST_HUMAN,1,2
sp|P13928|ANXA8_HUMAN;sp|Q5VT79|AXA81_HUMAN,1,1
sp|P13929|ENOB_HUMAN,4,4
sp|P13987|CD59_HUMAN,2,2
sp|P14174|MIF_HUMAN,1,1
sp|P14314|GLU2B_HUMAN,2,2
sp|P14324|FPPS_HUMAN,2,2
sp|P14618|KPYM_HUMAN,15,27
sp|P14618|KPYM_HUMAN;sp|P30613|KPYR_HUMAN,1,4
sp|P14625|ENPL_HUMAN,7,8
sp|P14649|MYL6B_HUMAN;sp|P60660|MYL6_HUMAN,1,1
sp|P14678|RSMB_HUMAN;sp|P63162|RSMN_HUMAN,1,1
sp|P14866|HNRPL_HUMAN,4,5
sp|P14868|SYDC_HUMAN,4,4
sp|P15121|ALDR_HUMAN,3,3
sp|P15170|ERF3A_HUMAN;sp|Q8IYD1|ERF3B_HUMAN,1,1
sp|P15311|EZRI_HUMAN;sp|P26038|MOES_HUMAN;sp|P35241|RADI_HUMAN,4,4
sp|P15531|NDKA_HUMAN,2,2
sp|P15531|NDKA_HUMAN;sp|P22392|NDKB_HUMAN,3,3
sp|P15880|RS2_HUMAN,4,5
sp|P16070|CD44_HUMAN,1,1
sp|P16298|PP2BB_HUMAN;sp|Q08209|PP2BA_HUMAN,1,1
sp|P16870|CBPE_HUMAN,1,1
sp|P16949|STMN1_HUMAN;sp|Q93045|STMN2_HUMAN,1,1
sp|P16989|YBOX3_HUMAN;sp|P67809|YBOX1_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN,3,4
sp|P17096|HMGA1_HUMAN,1,1
sp|P17174|AATC_HUMAN,1,1
sp|P17516|AK1C4_HUMAN;sp|P42330|AK1C3_HUMAN;sp|Q04828|AK1C1_HUMAN,1,1
sp|P17612|KAPCA_HUMAN;sp|P22694|KAPCB_HUMAN,1,1
sp|P17655|CAN2_HUMAN,2,2
sp|P17812|PYRG1_HUMAN,1,1
sp|P17844|DDX5_HUMAN,3,3
sp|P17844|DDX5_HUMAN;sp|Q92841|DDX17_HUMAN,2,3
sp|P17931|LEG3_HUMAN,4,4
sp|P17980|PRS6A_HUMAN,2,2
sp|P17987|TCPA_HUMAN,6,8
sp|P18077|RL35A_HUMAN,1,1
sp|P18085|ARF4_HUMAN,1,1
sp|P18085|ARF4_HUMAN;sp|P61204|ARF3_HUMAN;sp|P84077|ARF1_HUMAN;sp|P84085|ARF5_HUMAN,1,1
sp|P18124|RL7_HUMAN,5,5
sp|P18206|VINC_HUMAN,4,5
sp|P18433|PTPRA_HUMAN,1,1
sp|P18583|SON_HUMAN,1,1
sp|P18621|RL17_HUMAN,1,2
sp|P18669|PGAM1_HUMAN,2,2
sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN,2,2
sp|P18754|RCC1_HUMAN,1,2
