protein_group,precursor_num,scan_num
sp|Q15084|PDIA6_HUMAN,1,1
sp|Q15181|IPYR_HUMAN,1,1
sp|Q15185|TEBP_HUMAN,1,1
sp|Q15365|PCBP1_HUMAN,1,1
sp|Q15691|MARE1_HUMAN,1,1
sp|Q16658|FSCN1_HUMAN,2,2
sp|Q562R1|ACTBL_HUMAN,1,1
sp|Q5TEC6|H37_HUMAN,1,1
sp|Q6ZRI0|OTOG_HUMAN,1,1
sp|Q86V81|THOC4_HUMAN,1,1
sp|Q8NC51|SERB1_HUMAN,1,1
sp|Q92522|H1X_HUMAN,2,2
sp|Q92945|FUBP2_HUMAN,1,1
sp|Q92973|TNPO1_HUMAN,1,1
sp|Q96AE4|FUBP1_HUMAN,1,1
sp|Q96PK6|RBM14_HUMAN,1,1
sp|Q99497|PARK7_HUMAN,1,1
sp|Q99623|PHB2_HUMAN,2,2
sp|Q99714|HCD2_HUMAN,1,1
sp|Q99832|TCPH_HUMAN,4,4
sp|Q9BQE3|TBA1C_HUMAN,1,1
sp|Q9BRA2|TXD17_HUMAN,1,1
sp|Q9BRK3|MXRA8_HUMAN,1,1
sp|Q9BVP2|GNL3_HUMAN,1,1
sp|Q9H853|TBA4B_HUMAN,1,1
sp|Q9H910|JUPI2_HUMAN,1,1
sp|Q9NUJ1|ABHDA_HUMAN,1,1
sp|Q9UKA9|PTBP2_HUMAN,1,1
sp|Q9UQ80|PA2G4_HUMAN,2,2
sp|Q9Y230|RUVB2_HUMAN,1,1
sp|Q9Y277|VDAC3_HUMAN,1,1
