protein_group,precursor_num,scan_num
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|P60709|ACTB_HUMAN;sp|P63261|ACTG_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,4,18
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|Q6S8J3|POTEE_HUMAN,1,1
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P60709|ACTB_HUMAN;sp|P62736|ACTA_HUMAN;sp|P63261|ACTG_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q6S8J3|POTEE_HUMAN,2,6
sp|A5A3E0|POTEF_HUMAN;sp|P60709|ACTB_HUMAN;sp|P62736|ACTA_HUMAN;sp|P63261|ACTG_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q562R1|ACTBL_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,2,18
sp|A5YKK6|CNOT1_HUMAN,15,17
sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN,1,1
sp|A6NDG6|PGP_HUMAN,4,4
sp|A6NDU8|RIMC1_HUMAN,2,2
sp|A6NEC2|PSAL_HUMAN;sp|P55786|PSA_HUMAN,9,12
sp|A6NHG4|DDTL_HUMAN;sp|P30046|DOPD_HUMAN,2,2
sp|A6NHL2|TBAL3_HUMAN,1,1
sp|A6NHL2|TBAL3_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,1,3
sp|A6NHL2|TBAL3_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,1,2
sp|A6NHL2|TBAL3_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,1,3
sp|A6NHQ2|FBLL1_HUMAN;sp|P22087|FBRL_HUMAN,1,3
sp|A6NHR9|SMHD1_HUMAN,3,3
sp|A6NIZ1|RP1BL_HUMAN;sp|O95716|RAB3D_HUMAN;sp|P61224|RAP1B_HUMAN;sp|P62834|RAP1A_HUMAN,1,1
sp|A6NIZ1|RP1BL_HUMAN;sp|P61224|RAP1B_HUMAN,2,2
sp|A6NIZ1|RP1BL_HUMAN;sp|P61224|RAP1B_HUMAN;sp|P62834|RAP1A_HUMAN,3,5
sp|A6NKT7|RGPD3_HUMAN;sp|O14715|RGPD8_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN;sp|Q99666|RGPD5_HUMAN,2,2
sp|A6NKT7|RGPD3_HUMAN;sp|P0DJD0|RGPD1_HUMAN;sp|P0DJD1|RGPD2_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN,1,1
sp|A6NMY6|AXA2L_HUMAN;sp|P07355|ANXA2_HUMAN,22,60
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN,1,1
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,7
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN;sp|Q9H4B7|TBB1_HUMAN,4,25
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,4
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,23
sp|A6ZKI3|RTL8C_HUMAN,1,3
sp|A6ZKI3|RTL8C_HUMAN;sp|Q17RB0|RTL8B_HUMAN,1,1
sp|A6ZKI3|RTL8C_HUMAN;sp|Q17RB0|RTL8B_HUMAN;sp|Q9BWD3|RTL8A_HUMAN,1,1
sp|A7E2Y1|MYH7B_HUMAN;sp|P11055|MYH3_HUMAN;sp|P12882|MYH1_HUMAN;sp|P12883|MYH7_HUMAN;sp|P13533|MYH6_HUMAN;sp|P13535|MYH8_HUMAN;sp|P35579|MYH9_HUMAN;sp|P35580|MYH10_HUMAN;sp|P35749|MYH11_HUMAN;sp|Q7Z406|MYH14_HUMAN;sp|Q9UKX2|MYH2_HUMAN;sp|Q9UKX3|MYH13_HUMAN;sp|Q9Y623|MYH4_HUMAN,1,6
sp|A8MTJ3|GNAT3_HUMAN;sp|P04899|GNAI2_HUMAN;sp|P08754|GNAI3_HUMAN;sp|P09471|GNAO_HUMAN;sp|P11488|GNAT1_HUMAN;sp|P19087|GNAT2_HUMAN;sp|P38405|GNAL_HUMAN;sp|P63092|GNAS2_HUMAN;sp|P63096|GNAI1_HUMAN;sp|Q5JWF2|GNAS1_HUMAN,1,1
sp|A8MUU1|FB5L3_HUMAN;sp|Q01469|FABP5_HUMAN,1,1
sp|A8MVJ9|HPF1L_HUMAN;sp|Q9NWY4|HPF1_HUMAN,1,1
sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN,3,4
sp|B2RPK0|HGB1A_HUMAN;sp|P09429|HMGB1_HUMAN,7,13
sp|B2RPK0|HGB1A_HUMAN;sp|P09429|HMGB1_HUMAN;sp|P26583|HMGB2_HUMAN,1,1
sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P07910|HNRPC_HUMAN;sp|P0DMR1|HNRC4_HUMAN,6,9
sp|B5ME19|EIFCL_HUMAN;sp|Q99613|EIF3C_HUMAN,21,30
sp|B7ZAQ6|GPHRA_HUMAN;sp|P0CG08|GPHRB_HUMAN,1,1
sp|C9JQL5|DSA2D_HUMAN;sp|Q01628|IFM3_HUMAN,1,1
sp|C9JRZ8|AK1BF_HUMAN;sp|P15121|ALDR_HUMAN,1,1
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN,5,11
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN;sp|Q9BZK3|NACP4_HUMAN,2,2
sp|G2XKQ0|SUMO5_HUMAN;sp|P63165|SUMO1_HUMAN,1,1
sp|L0R6Q1|S35U4_HUMAN,4,5
sp|O00116|ADAS_HUMAN,16,17
sp|O00139|KIF2A_HUMAN,4,4
sp|O00139|KIF2A_HUMAN;sp|Q8N4N8|KIF2B_HUMAN,1,1
sp|O00148|DX39A_HUMAN,7,8
sp|O00148|DX39A_HUMAN;sp|Q13838|DX39B_HUMAN,9,14
sp|O00151|PDLI1_HUMAN,8,12
sp|O00154|BACH_HUMAN,6,7
sp|O00159|MYO1C_HUMAN,21,22
sp|O00160|MYO1F_HUMAN;sp|Q12965|MYO1E_HUMAN,2,2
sp|O00161|SNP23_HUMAN,2,2
sp|O00170|AIP_HUMAN,6,8
sp|O00178|GTPB1_HUMAN,2,2
sp|O00193|SMAP_HUMAN,2,4
sp|O00203|AP3B1_HUMAN,7,9
sp|O00231|PSD11_HUMAN,16,22
sp|O00232|PSD12_HUMAN,12,15
sp|O00233|PSMD9_HUMAN,3,3
sp|O00244|ATOX1_HUMAN,2,2
sp|O00264|PGRC1_HUMAN,4,6
sp|O00264|PGRC1_HUMAN;sp|O15173|PGRC2_HUMAN,1,1
sp|O00267|SPT5H_HUMAN,5,6
sp|O00273|DFFA_HUMAN,6,11
sp|O00299|CLIC1_HUMAN,11,16
sp|O00303|EIF3F_HUMAN,10,12
sp|O00410|IPO5_HUMAN,25,40
sp|O00410|IPO5_HUMAN;sp|O60518|RNBP6_HUMAN,1,1
sp|O00411|RPOM_HUMAN,2,2
sp|O00422|SAP18_HUMAN,2,2
sp|O00425|IF2B3_HUMAN,11,15
sp|O00425|IF2B3_HUMAN;sp|Q9NZI8|IF2B1_HUMAN,1,2
sp|O00425|IF2B3_HUMAN;sp|Q9NZI8|IF2B1_HUMAN;sp|Q9Y6M1|IF2B2_HUMAN,1,1
sp|O00429|DNM1L_HUMAN,13,16
sp|O00442|RTCA_HUMAN,1,1
sp|O00461|GOLI4_HUMAN,3,4
sp|O00469|PLOD2_HUMAN,12,12
sp|O00483|NDUA4_HUMAN,1,1
sp|O00487|PSDE_HUMAN,5,8
sp|O00499|BIN1_HUMAN,4,5
sp|O00505|IMA4_HUMAN,5,6
sp|O00505|IMA4_HUMAN;sp|O00629|IMA3_HUMAN,2,3
sp|O00506|STK25_HUMAN;sp|Q9P289|STK26_HUMAN;sp|Q9Y6E0|STK24_HUMAN,2,2
sp|O00507|USP9Y_HUMAN;sp|Q93008|USP9X_HUMAN,4,4
sp|O00541|PESC_HUMAN,6,8
sp|O00566|MPP10_HUMAN,3,3
sp|O00567|NOP56_HUMAN,16,17
sp|O00571|DDX3X_HUMAN,6,7
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN,15,20
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|P17844|DDX5_HUMAN;sp|Q92841|DDX17_HUMAN,1,1
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|Q9NQI0|DDX4_HUMAN,1,3
sp|O00592|PODXL_HUMAN,3,3
sp|O00622|CCN1_HUMAN,3,3
sp|O00625|PIR_HUMAN,8,10
sp|O00629|IMA3_HUMAN,2,2
sp|O00743|PPP6_HUMAN,4,4
sp|O00763|ACACB_HUMAN;sp|Q13085|ACACA_HUMAN,6,7
sp|O00764|PDXK_HUMAN,7,8
sp|O00767|SCD_HUMAN,2,2
sp|O14530|TXND9_HUMAN,1,1
sp|O14548|COX7R_HUMAN,1,1
sp|O14556|G3PT_HUMAN;sp|P04406|G3P_HUMAN,1,7
sp|O14561|ACPM_HUMAN,2,2
sp|O14562|UBFD1_HUMAN,4,7
sp|O14579|COPE_HUMAN,8,9
sp|O14617|AP3D1_HUMAN,7,7
sp|O14618|CCS_HUMAN,2,2
sp|O14639|ABLM1_HUMAN,2,2
sp|O14646|CHD1_HUMAN;sp|O14647|CHD2_HUMAN,1,1
sp|O14732|IMPA2_HUMAN,1,1
sp|O14737|PDCD5_HUMAN,4,4
sp|O14744|ANM5_HUMAN,8,9
sp|O14745|NHRF1_HUMAN,7,15
sp|O14773|TPP1_HUMAN,2,5
sp|O14776|TCRG1_HUMAN,8,10
sp|O14776|TCRG1_HUMAN;sp|Q5VWI1|TCRGL_HUMAN,1,1
sp|O14787|TNPO2_HUMAN;sp|Q92973|TNPO1_HUMAN,1,1
sp|O14818|PSA7_HUMAN,7,9
sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSMA8_HUMAN,4,6
sp|O14828|SCAM3_HUMAN,4,7
sp|O14880|MGST3_HUMAN,3,4
sp|O14907|TX1B3_HUMAN,2,4
sp|O14908|GIPC1_HUMAN,4,4
sp|O14908|GIPC1_HUMAN;sp|Q8TF64|GIPC3_HUMAN,1,1
sp|O14910|LIN7A_HUMAN;sp|Q9NUP9|LIN7C_HUMAN,1,1
sp|O14925|TIM23_HUMAN;sp|Q5SRD1|TI23B_HUMAN,1,2
sp|O14929|HAT1_HUMAN,5,7
sp|O14936|CSKP_HUMAN,3,3
sp|O14949|QCR8_HUMAN,2,2
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN,5,8
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN;sp|P24844|MYL9_HUMAN,8,17
sp|O14964|HGS_HUMAN,2,2
sp|O14972|VP26C_HUMAN,1,1
sp|O14974|MYPT1_HUMAN,7,8
sp|O14979|HNRDL_HUMAN,5,10
sp|O14979|HNRDL_HUMAN;sp|Q14103|HNRPD_HUMAN,1,1
sp|O14979|HNRDL_HUMAN;sp|Q99729|ROAA_HUMAN,1,3
sp|O14980|XPO1_HUMAN,19,29
sp|O14983|AT2A1_HUMAN;sp|P16615|AT2A2_HUMAN,4,5
sp|O14983|AT2A1_HUMAN;sp|P16615|AT2A2_HUMAN;sp|Q93084|AT2A3_HUMAN,2,2
sp|O15020|SPTN2_HUMAN,9,10
sp|O15020|SPTN2_HUMAN;sp|P11277|SPTB1_HUMAN;sp|Q01082|SPTB2_HUMAN,2,3
sp|O15020|SPTN2_HUMAN;sp|Q01082|SPTB2_HUMAN,2,2
sp|O15042|SR140_HUMAN,5,5
sp|O15067|PUR4_HUMAN,25,36
sp|O15075|DCLK1_HUMAN,1,1
sp|O15091|MRPP3_HUMAN,2,2
sp|O15118|NPC1_HUMAN,1,1
sp|O15126|SCAM1_HUMAN,2,4
sp|O15131|IMA6_HUMAN;sp|O60684|IMA7_HUMAN;sp|P52294|IMA5_HUMAN,5,7
sp|O15143|ARC1B_HUMAN,8,14
sp|O15143|ARC1B_HUMAN;sp|Q92747|ARC1A_HUMAN,1,1
sp|O15144|ARPC2_HUMAN,12,17
sp|O15145|ARPC3_HUMAN,1,1
sp|O15160|RPAC1_HUMAN,5,7
sp|O15173|PGRC2_HUMAN,6,8
sp|O15198|SMAD9_HUMAN;sp|P84022|SMAD3_HUMAN;sp|Q15796|SMAD2_HUMAN,2,2
sp|O15212|PFD6_HUMAN,5,6
sp|O15213|WDR46_HUMAN,3,4
sp|O15226|NKRF_HUMAN,1,1
sp|O15258|RER1_HUMAN,1,2
sp|O15260|SURF4_HUMAN,2,3
sp|O15264|MK13_HUMAN;sp|P45983|MK08_HUMAN;sp|P45984|MK09_HUMAN;sp|P53778|MK12_HUMAN;sp|P53779|MK10_HUMAN;sp|Q15759|MK11_HUMAN;sp|Q16539|MK14_HUMAN,1,1
sp|O15294|OGT1_HUMAN,5,7
sp|O15305|PMM2_HUMAN,3,4
sp|O15347|HMGB3_HUMAN,3,4
sp|O15355|PPM1G_HUMAN,11,13
sp|O15357|SHIP2_HUMAN,3,3
sp|O15371|EIF3D_HUMAN,9,13
sp|O15372|EIF3H_HUMAN,5,6
sp|O15382|BCAT2_HUMAN,3,4
sp|O15397|IPO8_HUMAN,8,8
sp|O15400|STX7_HUMAN,1,1
sp|O15427|MOT4_HUMAN,6,8
sp|O15438|MRP3_HUMAN;sp|P33527|MRP1_HUMAN,1,1
sp|O15446|RPA34_HUMAN,3,4
sp|O15460|P4HA2_HUMAN,7,9
sp|O15498|YKT6_HUMAN,3,4
sp|O15511|ARPC5_HUMAN,6,10
sp|O15511|ARPC5_HUMAN;sp|Q9BPX5|ARP5L_HUMAN,1,3
sp|O15533|TPSN_HUMAN,1,2
sp|O43143|DHX15_HUMAN,22,27
sp|O43159|RRP8_HUMAN,1,1
sp|O43169|CYB5B_HUMAN,2,4
sp|O43172|PRP4_HUMAN,7,8
sp|O43175|SERA_HUMAN,21,43
sp|O43237|DC1L2_HUMAN,2,2
sp|O43242|PSMD3_HUMAN,18,26
sp|O43251|RFOX2_HUMAN;sp|Q9NWB1|RFOX1_HUMAN,1,1
sp|O43252|PAPS1_HUMAN,5,7
sp|O43286|B4GT5_HUMAN,1,1
sp|O43290|SNUT1_HUMAN,9,10
sp|O43293|DAPK3_HUMAN,1,1
sp|O43324|MCA3_HUMAN,4,5
sp|O43390|HNRPR_HUMAN,19,30
sp|O43390|HNRPR_HUMAN;sp|O60506|HNRPQ_HUMAN,4,5
sp|O43395|PRPF3_HUMAN,4,4
sp|O43396|TXNL1_HUMAN,8,13
sp|O43399|TPD54_HUMAN,11,17
sp|O43423|AN32C_HUMAN;sp|O95626|AN32D_HUMAN;sp|P39687|AN32A_HUMAN,1,1
sp|O43423|AN32C_HUMAN;sp|P39687|AN32A_HUMAN,1,1
sp|O43432|IF4G3_HUMAN,3,3
sp|O43432|IF4G3_HUMAN;sp|Q04637|IF4G1_HUMAN,3,4
sp|O43447|PPIH_HUMAN,5,5
sp|O43464|HTRA2_HUMAN,1,1
sp|O43464|HTRA2_HUMAN;sp|P83110|HTRA3_HUMAN,1,1
sp|O43488|ARK72_HUMAN,2,4
sp|O43491|E41L2_HUMAN,16,19
sp|O43504|LTOR5_HUMAN,3,4
sp|O43583|DENR_HUMAN,3,3
sp|O43592|XPOT_HUMAN,10,11
sp|O43598|DNPH1_HUMAN,3,4
sp|O43615|TIM44_HUMAN,6,6
sp|O43660|PLRG1_HUMAN,6,7
sp|O43663|PRC1_HUMAN,1,1
sp|O43670|ZN207_HUMAN,3,4
sp|O43674|NDUB5_HUMAN,1,1
sp|O43681|GET3_HUMAN,5,6
sp|O43684|BUB3_HUMAN,12,16
sp|O43707|ACTN4_HUMAN,50,100
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN,7,20
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN;sp|P35609|ACTN2_HUMAN,5,8
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN;sp|P35609|ACTN2_HUMAN;sp|Q08043|ACTN3_HUMAN,5,11
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN;sp|Q08043|ACTN3_HUMAN,1,4
sp|O43707|ACTN4_HUMAN;sp|Q9H254|SPTN4_HUMAN,2,10
sp|O43709|BUD23_HUMAN,1,1
sp|O43715|TRIA1_HUMAN,1,1
sp|O43719|HTSF1_HUMAN,1,1
sp|O43747|AP1G1_HUMAN,6,6
sp|O43765|SGTA_HUMAN,4,4
sp|O43768|ENSA_HUMAN,3,4
sp|O43768|ENSA_HUMAN;sp|P56211|ARP19_HUMAN,1,1
sp|O43772|MCAT_HUMAN,5,5
sp|O43776|SYNC_HUMAN,13,21
sp|O43795|MYO1B_HUMAN,7,7
sp|O43809|CPSF5_HUMAN,4,6
sp|O43813|LANC1_HUMAN,4,6
sp|O43818|U3IP2_HUMAN,3,3
sp|O43819|SCO2_HUMAN,1,1
sp|O43837|IDH3B_HUMAN,4,4
sp|O43847|NRDC_HUMAN,11,15
sp|O43852|CALU_HUMAN,15,19
sp|O43854|EDIL3_HUMAN,9,10
sp|O43865|SAHH2_HUMAN,5,6
sp|O43865|SAHH2_HUMAN;sp|Q96HN2|SAHH3_HUMAN,7,11
sp|O43896|KIF1C_HUMAN;sp|Q96L93|KI16B_HUMAN;sp|Q9H1H9|KI13A_HUMAN;sp|Q9NQT8|KI13B_HUMAN;sp|Q9P2P6|STAR9_HUMAN,1,1
sp|O43929|ORC4_HUMAN,1,1
sp|O60216|RAD21_HUMAN,4,5
sp|O60216|RAD21_HUMAN;sp|Q9H4I0|RD21L_HUMAN,1,2
sp|O60231|DHX16_HUMAN,3,3
sp|O60232|ZNRD2_HUMAN,2,2
sp|O60256|KPRB_HUMAN,8,9
sp|O60264|SMCA5_HUMAN,12,16
sp|O60264|SMCA5_HUMAN;sp|P28370|SMCA1_HUMAN,8,10
sp|O60271|JIP4_HUMAN,4,4
sp|O60282|KIF5C_HUMAN;sp|P33176|KINH_HUMAN;sp|Q12840|KIF5A_HUMAN,5,6
sp|O60313|OPA1_HUMAN,5,6
sp|O60341|KDM1A_HUMAN,4,4
sp|O60343|TBCD4_HUMAN,5,5
sp|O60361|NDK8_HUMAN;sp|P15531|NDKA_HUMAN;sp|P22392|NDKB_HUMAN,3,10
sp|O60361|NDK8_HUMAN;sp|P22392|NDKB_HUMAN,4,6
sp|O60427|FADS1_HUMAN,3,4
sp|O60437|PEPL_HUMAN,8,9
sp|O60443|GSDME_HUMAN,3,3
sp|O60488|ACSL4_HUMAN,7,7
sp|O60493|SNX3_HUMAN,3,3
sp|O60499|STX10_HUMAN,1,1
sp|O60502|OGA_HUMAN,4,4
sp|O60506|HNRPQ_HUMAN,15,21
sp|O60518|RNBP6_HUMAN,2,2
sp|O60547|GMDS_HUMAN,3,3
sp|O60551|NMT2_HUMAN;sp|P30419|NMT1_HUMAN,2,3
sp|O60563|CCNT1_HUMAN,1,1
sp|O60568|PLOD3_HUMAN,8,12
sp|O60610|DIAP1_HUMAN,10,10
sp|O60641|AP180_HUMAN;sp|Q13492|PICAL_HUMAN,1,1
sp|O60664|PLIN3_HUMAN,13,17
sp|O60684|IMA7_HUMAN,2,2
sp|O60684|IMA7_HUMAN;sp|P52294|IMA5_HUMAN,1,2
sp|O60701|UGDH_HUMAN,17,19
sp|O60716|CTND1_HUMAN,7,9
sp|O60739|EIF1B_HUMAN;sp|P41567|EIF1_HUMAN,4,7
sp|O60749|SNX2_HUMAN,7,8
sp|O60762|DPM1_HUMAN,1,1
sp|O60763|USO1_HUMAN,14,16
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,2,4
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,2,31
sp|O60814|H2B1K_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,3,6
sp|O60828|PQBP1_HUMAN,2,3
sp|O60831|PRAF2_HUMAN,1,1
sp|O60832|DKC1_HUMAN,8,10
sp|O60841|IF2P_HUMAN,18,19
sp|O60869|EDF1_HUMAN,2,3
sp|O60884|DNJA2_HUMAN,6,7
sp|O60888|CUTA_HUMAN,4,5
sp|O60907|TBL1X_HUMAN;sp|Q9BQ87|TBL1Y_HUMAN;sp|Q9BZK7|TBL1R_HUMAN,2,2
sp|O60907|TBL1X_HUMAN;sp|Q9BZK7|TBL1R_HUMAN,1,1
sp|O60921|HUS1_HUMAN,1,1
sp|O60925|PFD1_HUMAN,3,5
sp|O75027|ABCB7_HUMAN,2,2
sp|O75083|WDR1_HUMAN,19,32
sp|O75116|ROCK2_HUMAN,14,16
sp|O75116|ROCK2_HUMAN;sp|Q13464|ROCK1_HUMAN,3,3
sp|O75131|CPNE3_HUMAN,5,7
