protein_group,precursor_num,scan_num
sp|O43790|KRT86_HUMAN;sp|O95678|K2C75_HUMAN;sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P05787|K2C8_HUMAN;sp|P08670|VIME_HUMAN;sp|P08729|K2C7_HUMAN;sp|P12035|K2C3_HUMAN;sp|P13647|K2C5_HUMAN;sp|P14136|GFAP_HUMAN;sp|P15241|K2M2_SHEEP;sp|P25691|K2M3_SHEEP;sp|P48668|K2C6C_HUMAN;sp|P78385|KRT83_HUMAN;sp|P78386|KRT85_HUMAN;sp|Q01546|K22O_HUMAN;sp|Q14533|KRT81_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|Q8N1N4|K2C78_HUMAN;sp|Q9NSB2|KRT84_HUMAN,1,1
sp|O43809|CPSF5_HUMAN,3,3
sp|O43813|LANC1_HUMAN,1,1
sp|O43852|CALU_HUMAN,6,7
sp|O43865|SAHH2_HUMAN;sp|P23526|SAHH_HUMAN;sp|Q96HN2|SAHH3_HUMAN,1,1
sp|O60234|GMFG_HUMAN;sp|P60983|GMFB_HUMAN,1,1
sp|O60361|NDK8_HUMAN;sp|P15531|NDKA_HUMAN;sp|P22392|NDKB_HUMAN,3,4
sp|O60361|NDK8_HUMAN;sp|P22392|NDKB_HUMAN,4,4
sp|O60437|PEPL_HUMAN,3,3
sp|O60506|HNRPQ_HUMAN,9,9
sp|O60551|NMT2_HUMAN;sp|P30419|NMT1_HUMAN,1,1
sp|O60637|TSN3_HUMAN,1,1
sp|O60664|PLIN3_HUMAN,1,1
sp|O60701|UGDH_HUMAN,2,2
sp|O60739|EIF1B_HUMAN;sp|P41567|EIF1_HUMAN,1,1
sp|O60762|DPM1_HUMAN,1,1
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,2,2
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,4,4
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1,1
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1,1
sp|O60814|H2B1K_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,3,3
sp|O60841|IF2P_HUMAN,4,4
sp|O60869|EDF1_HUMAN,2,2
sp|O75083|WDR1_HUMAN,20,21
sp|O75223|GGCT_HUMAN,1,1
sp|O75340|PDCD6_HUMAN,1,1
sp|O75347|TBCA_HUMAN,5,5
sp|O75367|H2AY_HUMAN,8,8
sp|O75367|H2AY_HUMAN;sp|Q9P0M6|H2AW_HUMAN,2,2
sp|O75368|SH3L1_HUMAN,4,4
sp|O75369|FLNB_HUMAN,100,103
sp|O75369|FLNB_HUMAN;sp|P21333|FLNA_HUMAN,1,1
sp|O75369|FLNB_HUMAN;sp|P21333|FLNA_HUMAN;sp|Q14315|FLNC_HUMAN,8,8
sp|O75369|FLNB_HUMAN;sp|Q14315|FLNC_HUMAN,2,3
sp|O75390|CISY_HUMAN,7,7
sp|O75396|SC22B_HUMAN,5,5
sp|O75436|VP26A_HUMAN,1,1
sp|O75439|MPPB_HUMAN;sp|P31930|QCR1_HUMAN,1,1
sp|O75475|PSIP1_HUMAN,3,3
sp|O75477|ERLN1_HUMAN;sp|O94905|ERLN2_HUMAN,2,2
sp|O75494|SRS10_HUMAN,1,1
sp|O75525|KHDR3_HUMAN;sp|Q07666|KHDR1_HUMAN;sp|Q5VWX1|KHDR2_HUMAN,1,1
sp|O75526|RMXL2_HUMAN;sp|P38159|RBMX_HUMAN,1,1
sp|O75526|RMXL2_HUMAN;sp|P38159|RBMX_HUMAN;sp|Q8N7X1|RMXL3_HUMAN;sp|Q96E39|RMXL1_HUMAN,1,1
sp|O75526|RMXL2_HUMAN;sp|P38159|RBMX_HUMAN;sp|Q96E39|RMXL1_HUMAN,1,1
sp|O75531|BAF_HUMAN,1,1
sp|O75533|SF3B1_HUMAN,2,2
sp|O75608|LYPA1_HUMAN,1,1
sp|O75643|U520_HUMAN,5,5
sp|O75746|S2512_HUMAN;sp|Q9UJS0|S2513_HUMAN,1,1
sp|O75821|EIF3G_HUMAN,1,1
sp|O75822|EIF3J_HUMAN,4,4
sp|O75828|CBR3_HUMAN;sp|P16152|CBR1_HUMAN,2,2
sp|O75832|PSD10_HUMAN,1,1
sp|O75844|FACE1_HUMAN,2,2
sp|O75874|IDHC_HUMAN,4,4
sp|O75874|IDHC_HUMAN;sp|P48735|IDHP_HUMAN,1,1
sp|O75915|PRAF3_HUMAN,1,1
sp|O75923|DYSF_HUMAN;sp|Q9NZM1|MYOF_HUMAN,1,1
sp|O75937|DNJC8_HUMAN,5,5
sp|O75947|ATP5H_HUMAN,3,3
sp|O75964|ATP5L_HUMAN,3,3
sp|O76003|GLRX3_HUMAN,1,1
sp|O76013|KRT36_HUMAN;sp|O76014|KRT37_HUMAN;sp|O76015|KRT38_HUMAN;sp|O77727|K1C15_SHEEP;sp|P02533|K1C14_HUMAN;sp|P02534|K1M1_SHEEP;sp|P05783|K1C18_HUMAN;sp|P08727|K1C19_HUMAN;sp|P08779|K1C16_HUMAN;sp|P13645|K1C10_HUMAN;sp|P13646|K1C13_HUMAN;sp|P19012|K1C15_HUMAN;sp|Q04695|K1C17_HUMAN;sp|Q14525|KT33B_HUMAN;sp|Q14532|K1H2_HUMAN;sp|Q15323|K1H1_HUMAN;sp|Q2M2I5|K1C24_HUMAN;sp|Q7Z3Y7|K1C28_HUMAN;sp|Q92764|KRT35_HUMAN,1,1
sp|O76021|RL1D1_HUMAN,5,5
sp|O76070|SYUG_HUMAN,4,4
sp|O76094|SRP72_HUMAN,2,2
sp|O77727|K1C15_SHEEP;sp|P02533|K1C14_HUMAN;sp|P08779|K1C16_HUMAN;sp|Q04695|K1C17_HUMAN,1,1
sp|O77727|K1C15_SHEEP;sp|P08727|K1C19_HUMAN;sp|P13646|K1C13_HUMAN;sp|P19012|K1C15_HUMAN,1,1
sp|O94762|RECQ5_HUMAN,1,1
sp|O94788|AL1A2_HUMAN;sp|P00352|AL1A1_HUMAN;sp|P05091|ALDH2_HUMAN;sp|P30837|AL1B1_HUMAN;sp|P47895|AL1A3_HUMAN,1,1
sp|O94788|AL1A2_HUMAN;sp|P30837|AL1B1_HUMAN,1,1
sp|O94921|CDK14_HUMAN;sp|P06239|LCK_HUMAN;sp|P06241|FYN_HUMAN;sp|P06493|CDK1_HUMAN;sp|P07947|YES_HUMAN;sp|P07948|LYN_HUMAN;sp|P08631|HCK_HUMAN;sp|P09769|FGR_HUMAN;sp|P11362|FGFR1_HUMAN;sp|P11802|CDK4_HUMAN;sp|P20794|MAK_HUMAN;sp|P21802|FGFR2_HUMAN;sp|P22455|FGFR4_HUMAN;sp|P22607|FGFR3_HUMAN;sp|P24941|CDK2_HUMAN;sp|P50750|CDK9_HUMAN;sp|P51451|BLK_HUMAN;sp|Q00526|CDK3_HUMAN;sp|Q00534|CDK6_HUMAN;sp|Q00535|CDK5_HUMAN;sp|Q00536|CDK16_HUMAN;sp|Q00537|CDK17_HUMAN;sp|Q07002|CDK18_HUMAN;sp|Q14004|CDK13_HUMAN;sp|Q8IZL9|CDK20_HUMAN;sp|Q96Q40|CDK15_HUMAN;sp|Q9NYV4|CDK12_HUMAN;sp|Q9UPZ9|CILK1_HUMAN,1,1
sp|O94925|GLSK_HUMAN,4,4
sp|O94979|SC31A_HUMAN,2,2
sp|O95183|VAMP5_HUMAN;sp|Q14980|NUMA1_HUMAN,1,1
sp|O95197|RTN3_HUMAN,1,1
sp|O95197|RTN3_HUMAN;sp|Q16799|RTN1_HUMAN,1,1
sp|O95292|VAPB_HUMAN,3,4
sp|O95336|6PGL_HUMAN,1,1
sp|O95372|LYPA2_HUMAN,1,1
sp|O95373|IPO7_HUMAN,2,2
sp|O95399|UTS2_HUMAN;sp|P11021|BIP_HUMAN,1,1
sp|O95433|AHSA1_HUMAN,1,1
sp|O95626|AN32D_HUMAN;sp|P39687|AN32A_HUMAN;sp|Q92688|AN32B_HUMAN,2,2
sp|O95678|K2C75_HUMAN;sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P04264|K2C1_HUMAN;sp|P05787|K2C8_HUMAN;sp|P12035|K2C3_HUMAN;sp|P13647|K2C5_HUMAN;sp|P35908|K22E_HUMAN;sp|P48668|K2C6C_HUMAN;sp|Q01546|K22O_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|Q7Z794|K2C1B_HUMAN,1,1
sp|O95678|K2C75_HUMAN;sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P04264|K2C1_HUMAN;sp|P05787|K2C8_HUMAN;sp|P12035|K2C3_HUMAN;sp|P13647|K2C5_HUMAN;sp|P35908|K22E_HUMAN;sp|P48668|K2C6C_HUMAN;sp|Q01546|K22O_HUMAN;sp|Q7Z794|K2C1B_HUMAN,1,1
sp|O95678|K2C75_HUMAN;sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P05787|K2C8_HUMAN;sp|P08729|K2C7_HUMAN;sp|P12035|K2C3_HUMAN;sp|P13647|K2C5_HUMAN;sp|P19013|K2C4_HUMAN;sp|P35908|K22E_HUMAN;sp|P48668|K2C6C_HUMAN;sp|Q01546|K22O_HUMAN;sp|Q14CN4|K2C72_HUMAN;sp|Q3SY84|K2C71_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|Q7RTS7|K2C74_HUMAN;sp|Q7Z794|K2C1B_HUMAN;sp|Q86Y46|K2C73_HUMAN;sp|Q9NSB2|KRT84_HUMAN,1,1
sp|O95678|K2C75_HUMAN;sp|P05787|K2C8_HUMAN,1,1
sp|O95716|RAB3D_HUMAN;sp|P20336|RAB3A_HUMAN;sp|P20337|RAB3B_HUMAN;sp|P20338|RAB4A_HUMAN;sp|P20340|RAB6A_HUMAN;sp|P59190|RAB15_HUMAN;sp|P61006|RAB8A_HUMAN;sp|P61018|RAB4B_HUMAN;sp|P61026|RAB10_HUMAN;sp|P61106|RAB14_HUMAN;sp|P62820|RAB1A_HUMAN;sp|Q14964|RB39A_HUMAN;sp|Q15286|RAB35_HUMAN;sp|Q15771|RAB30_HUMAN;sp|Q6IQ22|RAB12_HUMAN;sp|Q86YS6|RAB43_HUMAN;sp|Q92928|RAB1C_HUMAN;sp|Q92930|RAB8B_HUMAN;sp|Q96AX2|RAB37_HUMAN;sp|Q96DA2|RB39B_HUMAN;sp|Q96E17|RAB3C_HUMAN;sp|Q9H082|RB33B_HUMAN;sp|Q9H0U4|RAB1B_HUMAN;sp|Q9NRW1|RAB6B_HUMAN,1,1
sp|O95716|RAB3D_HUMAN;sp|P20336|RAB3A_HUMAN;sp|P20337|RAB3B_HUMAN;sp|P51153|RAB13_HUMAN;sp|P61006|RAB8A_HUMAN;sp|Q92930|RAB8B_HUMAN;sp|Q96E17|RAB3C_HUMAN,1,1
sp|O95757|HS74L_HUMAN;sp|Q92598|HS105_HUMAN,1,1
sp|O95758|PTBP3_HUMAN;sp|P26599|PTBP1_HUMAN,2,2
sp|O95758|PTBP3_HUMAN;sp|P26599|PTBP1_HUMAN;sp|Q9UKA9|PTBP2_HUMAN,1,1
sp|O95816|BAG2_HUMAN,4,4
sp|O95831|AIFM1_HUMAN,5,5
sp|O95861|BPNT1_HUMAN,1,1
sp|O96019|ACL6A_HUMAN,1,1
sp|P00004|CYC_HORSE;sp|P99999|CYC_HUMAN,2,2
sp|P00338|LDHA_HUMAN,22,22
sp|P00338|LDHA_HUMAN;sp|Q9BYZ2|LDH6B_HUMAN,1,1
sp|P00366|DHE3_BOVIN;sp|P00367|DHE3_HUMAN,1,1
sp|P00366|DHE3_BOVIN;sp|P00367|DHE3_HUMAN;sp|P49448|DHE4_HUMAN,5,5
sp|P00387|NB5R3_HUMAN,4,4
sp|P00403|COX2_HUMAN,1,1
sp|P00441|SODC_HUMAN,4,4
sp|P00491|PNPH_HUMAN,5,6
