protein_group,precursor_num,scan_num
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,2,6
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,26
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q3ZCM7|TBB8_HUMAN,2,2
sp|A6ZKI3|RTL8C_HUMAN,1,3
sp|A6ZKI3|RTL8C_HUMAN;sp|Q17RB0|RTL8B_HUMAN,1,1
sp|A6ZKI3|RTL8C_HUMAN;sp|Q17RB0|RTL8B_HUMAN;sp|Q9BWD3|RTL8A_HUMAN,2,3
sp|A6ZKI3|RTL8C_HUMAN;sp|Q9BWD3|RTL8A_HUMAN,1,1
sp|A7E2Y1|MYH7B_HUMAN;sp|P11055|MYH3_HUMAN;sp|P12882|MYH1_HUMAN;sp|P12883|MYH7_HUMAN;sp|P13533|MYH6_HUMAN;sp|P13535|MYH8_HUMAN;sp|P35579|MYH9_HUMAN;sp|P35580|MYH10_HUMAN;sp|P35749|MYH11_HUMAN;sp|Q7Z406|MYH14_HUMAN;sp|Q9UKX2|MYH2_HUMAN;sp|Q9UKX3|MYH13_HUMAN;sp|Q9Y623|MYH4_HUMAN,2,4
sp|A8MTJ3|GNAT3_HUMAN;sp|P04899|GNAI2_HUMAN;sp|P08754|GNAI3_HUMAN;sp|P09471|GNAO_HUMAN;sp|P11488|GNAT1_HUMAN;sp|P19087|GNAT2_HUMAN;sp|P38405|GNAL_HUMAN;sp|P63092|GNAS2_HUMAN;sp|P63096|GNAI1_HUMAN;sp|Q03113|GNA12_HUMAN;sp|Q14344|GNA13_HUMAN;sp|Q5JWF2|GNAS1_HUMAN,1,3
sp|A8MTJ3|GNAT3_HUMAN;sp|P04899|GNAI2_HUMAN;sp|P08754|GNAI3_HUMAN;sp|P11488|GNAT1_HUMAN;sp|P19087|GNAT2_HUMAN;sp|P63096|GNAI1_HUMAN,1,2
sp|A8MUU1|FB5L3_HUMAN;sp|Q01469|FABP5_HUMAN,1,2
sp|A8MVJ9|HPF1L_HUMAN;sp|Q9NWY4|HPF1_HUMAN,2,2
sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN,3,5
sp|A8MXV4|NUD19_HUMAN,1,1
sp|A8TX70|CO6A5_HUMAN,8,8
sp|B0I1T2|MYO1G_HUMAN;sp|O94832|MYO1D_HUMAN,1,1
sp|B2RPK0|HGB1A_HUMAN;sp|P09429|HMGB1_HUMAN,10,20
sp|B2RPK0|HGB1A_HUMAN;sp|P09429|HMGB1_HUMAN;sp|P26583|HMGB2_HUMAN,1,2
sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P07910|HNRPC_HUMAN;sp|P0DMR1|HNRC4_HUMAN,9,16
sp|B5ME19|EIFCL_HUMAN;sp|Q99613|EIF3C_HUMAN,23,37
sp|B7ZAP0|RBG10_HUMAN;sp|Q9Y3P9|RBGP1_HUMAN,2,3
sp|B7ZAQ6|GPHRA_HUMAN;sp|P0CG08|GPHRB_HUMAN,3,3
sp|C9JQL5|DSA2D_HUMAN;sp|Q01628|IFM3_HUMAN,2,2
sp|C9JRZ8|AK1BF_HUMAN;sp|P15121|ALDR_HUMAN,1,2
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN,8,18
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN;sp|Q9BZK3|NACP4_HUMAN,2,3
sp|G2XKQ0|SUMO5_HUMAN;sp|P63165|SUMO1_HUMAN,2,4
sp|L0R6Q1|S35U4_HUMAN,6,7
sp|L0R8F8|MIDUO_HUMAN,2,2
sp|M0R2J8|DCDC1_HUMAN,4,4
sp|O00115|DNS2A_HUMAN,3,4
sp|O00116|ADAS_HUMAN,19,25
sp|O00139|KIF2A_HUMAN,11,11
sp|O00139|KIF2A_HUMAN;sp|Q8N4N8|KIF2B_HUMAN,1,1
sp|O00139|KIF2A_HUMAN;sp|Q99661|KIF2C_HUMAN,1,1
sp|O00148|DX39A_HUMAN,8,13
sp|O00148|DX39A_HUMAN;sp|Q13838|DX39B_HUMAN,13,27
sp|O00151|PDLI1_HUMAN,10,16
sp|O00154|BACH_HUMAN,10,13
sp|O00159|MYO1C_HUMAN,31,40
sp|O00159|MYO1C_HUMAN;sp|Q9UBC5|MYO1A_HUMAN,1,1
sp|O00160|MYO1F_HUMAN;sp|Q12965|MYO1E_HUMAN,5,5
sp|O00161|SNP23_HUMAN,4,5
sp|O00165|HAX1_HUMAN,2,2
sp|O00170|AIP_HUMAN,11,14
sp|O00178|GTPB1_HUMAN,5,5
sp|O00186|STXB3_HUMAN,3,3
sp|O00193|SMAP_HUMAN,4,7
sp|O00203|AP3B1_HUMAN,11,15
sp|O00203|AP3B1_HUMAN;sp|Q13367|AP3B2_HUMAN,2,2
sp|O00217|NDUS8_HUMAN,5,5
sp|O00231|PSD11_HUMAN,22,33
sp|O00232|PSD12_HUMAN,14,21
sp|O00233|PSMD9_HUMAN,6,6
sp|O00244|ATOX1_HUMAN,2,2
sp|O00264|PGRC1_HUMAN,6,9
sp|O00264|PGRC1_HUMAN;sp|O15173|PGRC2_HUMAN,1,2
sp|O00267|SPT5H_HUMAN,20,22
sp|O00273|DFFA_HUMAN,8,16
sp|O00299|CLIC1_HUMAN,16,28
sp|O00303|EIF3F_HUMAN,13,20
sp|O00330|ODPX_HUMAN,4,5
sp|O00399|DCTN6_HUMAN,1,1
sp|O00401|WASL_HUMAN,5,5
sp|O00410|IPO5_HUMAN,37,62
sp|O00410|IPO5_HUMAN;sp|O60518|RNBP6_HUMAN,4,7
sp|O00411|RPOM_HUMAN,7,8
sp|O00422|SAP18_HUMAN,4,4
sp|O00425|IF2B3_HUMAN,15,21
sp|O00425|IF2B3_HUMAN;sp|Q9NZI8|IF2B1_HUMAN,1,4
sp|O00425|IF2B3_HUMAN;sp|Q9NZI8|IF2B1_HUMAN;sp|Q9Y6M1|IF2B2_HUMAN,1,1
sp|O00425|IF2B3_HUMAN;sp|Q9Y6M1|IF2B2_HUMAN,2,2
sp|O00429|DNM1L_HUMAN,22,30
sp|O00442|RTCA_HUMAN,5,6
sp|O00461|GOLI4_HUMAN,5,7
sp|O00468|AGRIN_HUMAN,10,11
sp|O00469|PLOD2_HUMAN,19,22
sp|O00470|MEIS1_HUMAN,1,1
sp|O00471|EXOC5_HUMAN,9,9
sp|O00483|NDUA4_HUMAN,1,4
sp|O00487|PSDE_HUMAN,7,14
sp|O00499|BIN1_HUMAN,8,9
sp|O00499|BIN1_HUMAN;sp|P49418|AMPH_HUMAN;sp|Q9UBW5|BIN2_HUMAN,1,1
sp|O00505|IMA4_HUMAN,6,7
sp|O00505|IMA4_HUMAN;sp|O00629|IMA3_HUMAN,4,5
sp|O00506|STK25_HUMAN;sp|Q9P289|STK26_HUMAN;sp|Q9Y6E0|STK24_HUMAN,2,3
sp|O00507|USP9Y_HUMAN;sp|Q93008|USP9X_HUMAN,15,18
sp|O00541|PESC_HUMAN,12,15
sp|O00560|SDCB1_HUMAN,5,5
sp|O00566|MPP10_HUMAN,4,5
sp|O00567|NOP56_HUMAN,20,25
sp|O00571|DDX3X_HUMAN,13,19
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN,24,33
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|P17844|DDX5_HUMAN;sp|Q92841|DDX17_HUMAN,2,2
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|Q9NQI0|DDX4_HUMAN,2,3
sp|O00584|RNT2_HUMAN,1,1
sp|O00592|PODXL_HUMAN,7,9
sp|O00622|CCN1_HUMAN,6,11
sp|O00625|PIR_HUMAN,10,14
sp|O00629|IMA3_HUMAN,6,9
sp|O00712|NFIB_HUMAN,3,3
sp|O00712|NFIB_HUMAN;sp|P08651|NFIC_HUMAN;sp|Q12857|NFIA_HUMAN;sp|Q14938|NFIX_HUMAN,1,1
sp|O00712|NFIB_HUMAN;sp|Q12857|NFIA_HUMAN,1,1
sp|O00743|PPP6_HUMAN,8,8
sp|O00762|UBE2C_HUMAN,6,8
sp|O00763|ACACB_HUMAN;sp|Q13085|ACACA_HUMAN,9,13
sp|O00764|PDXK_HUMAN,8,11
sp|O00767|SCD_HUMAN,5,5
sp|O14497|ARI1A_HUMAN,2,2
sp|O14529|CUX2_HUMAN;sp|Q13948|CASP_HUMAN,1,1
sp|O14530|TXND9_HUMAN,7,8
sp|O14548|COX7R_HUMAN,2,2
sp|O14556|G3PT_HUMAN;sp|P04406|G3P_HUMAN,2,16
sp|O14559|RHG33_HUMAN,6,6
sp|O14561|ACPM_HUMAN,3,3
sp|O14562|UBFD1_HUMAN,7,8
sp|O14578|CTRO_HUMAN,9,9
sp|O14579|COPE_HUMAN,12,13
sp|O14613|BORG1_HUMAN,2,2
sp|O14617|AP3D1_HUMAN,17,20
sp|O14618|CCS_HUMAN,2,2
sp|O14639|ABLM1_HUMAN,5,5
sp|O14640|DVL1_HUMAN;sp|P54792|DVLP1_HUMAN;sp|Q92997|DVL3_HUMAN,1,1
sp|O14641|DVL2_HUMAN,5,6
sp|O14646|CHD1_HUMAN,5,5
sp|O14646|CHD1_HUMAN;sp|O14647|CHD2_HUMAN,3,3
sp|O14653|GOSR2_HUMAN,1,2
sp|O14656|TOR1A_HUMAN,1,1
sp|O14657|TOR1B_HUMAN,1,1
sp|O14684|PTGES_HUMAN,1,1
sp|O14732|IMPA2_HUMAN,1,2
sp|O14734|ACOT8_HUMAN,2,2
sp|O14737|PDCD5_HUMAN,8,10
sp|O14744|ANM5_HUMAN,15,19
sp|O14745|NHRF1_HUMAN,14,28
sp|O14757|CHK1_HUMAN,4,4
sp|O14763|TR10B_HUMAN,1,1
sp|O14773|TPP1_HUMAN,3,6
sp|O14776|TCRG1_HUMAN,17,24
sp|O14776|TCRG1_HUMAN;sp|Q5VWI1|TCRGL_HUMAN,1,1
sp|O14777|NDC80_HUMAN,4,4
sp|O14787|TNPO2_HUMAN;sp|Q92973|TNPO1_HUMAN,6,11
sp|O14802|RPC1_HUMAN,6,7
sp|O14818|PSA7_HUMAN,7,11
sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSMA8_HUMAN,6,9
sp|O14828|SCAM3_HUMAN,6,9
sp|O14874|BCKD_HUMAN,2,2
sp|O14880|MGST3_HUMAN,2,3
sp|O14893|GEMI2_HUMAN,1,1
sp|O14907|TX1B3_HUMAN,4,6
sp|O14908|GIPC1_HUMAN,8,10
sp|O14908|GIPC1_HUMAN;sp|Q8TF64|GIPC3_HUMAN,1,1
sp|O14910|LIN7A_HUMAN,1,1
sp|O14910|LIN7A_HUMAN;sp|Q9HAP6|LIN7B_HUMAN;sp|Q9NUP9|LIN7C_HUMAN,1,1
sp|O14910|LIN7A_HUMAN;sp|Q9NUP9|LIN7C_HUMAN,1,1
sp|O14925|TIM23_HUMAN,2,3
sp|O14925|TIM23_HUMAN;sp|Q5SRD1|TI23B_HUMAN,2,3
sp|O14929|HAT1_HUMAN,7,10
sp|O14936|CSKP_HUMAN,7,7
sp|O14949|QCR8_HUMAN,3,4
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN,5,10
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN;sp|P24844|MYL9_HUMAN,14,28
sp|O14964|HGS_HUMAN,7,11
sp|O14965|AURKA_HUMAN,4,4
sp|O14972|VP26C_HUMAN,2,2
sp|O14974|MYPT1_HUMAN,13,18
sp|O14979|HNRDL_HUMAN,8,12
sp|O14979|HNRDL_HUMAN;sp|Q14103|HNRPD_HUMAN,1,1
sp|O14979|HNRDL_HUMAN;sp|Q14103|HNRPD_HUMAN;sp|Q99729|ROAA_HUMAN,1,9
sp|O14980|XPO1_HUMAN,34,49
sp|O14981|BTAF1_HUMAN,5,5
sp|O14983|AT2A1_HUMAN;sp|P16615|AT2A2_HUMAN,4,6
sp|O14983|AT2A1_HUMAN;sp|P16615|AT2A2_HUMAN;sp|Q93084|AT2A3_HUMAN,4,5
sp|O15013|ARHGA_HUMAN,6,6
sp|O15013|ARHGA_HUMAN;sp|Q9HCE6|ARGAL_HUMAN,1,1
sp|O15020|SPTN2_HUMAN,29,31
sp|O15020|SPTN2_HUMAN;sp|P11277|SPTB1_HUMAN;sp|Q01082|SPTB2_HUMAN,3,5
sp|O15020|SPTN2_HUMAN;sp|Q01082|SPTB2_HUMAN,2,2
sp|O15021|MAST4_HUMAN;sp|O60307|MAST3_HUMAN;sp|P51812|KS6A3_HUMAN;sp|Q15349|KS6A2_HUMAN;sp|Q15418|KS6A1_HUMAN;sp|Q6P0Q8|MAST2_HUMAN;sp|Q86UE8|TLK2_HUMAN;sp|Q96GX5|GWL_HUMAN;sp|Q9UK32|KS6A6_HUMAN;sp|Q9UKI8|TLK1_HUMAN;sp|Q9Y2H9|MAST1_HUMAN,1,1
sp|O15027|SC16A_HUMAN,17,19
sp|O15031|PLXB2_HUMAN,6,7
sp|O15042|SR140_HUMAN,16,18
sp|O15067|PUR4_HUMAN,40,53
sp|O15075|DCLK1_HUMAN,2,2
sp|O15078|CE290_HUMAN;sp|P61077|UB2D3_HUMAN,1,1
sp|O15084|ANR28_HUMAN,4,4
sp|O15091|MRPP3_HUMAN,5,5
sp|O15116|LSM1_HUMAN,3,3
sp|O15118|NPC1_HUMAN,1,1
sp|O15121|DEGS1_HUMAN,1,1
sp|O15126|SCAM1_HUMAN,3,5
sp|O15131|IMA6_HUMAN;sp|O60684|IMA7_HUMAN,1,1
sp|O15131|IMA6_HUMAN;sp|O60684|IMA7_HUMAN;sp|P52294|IMA5_HUMAN,9,11
sp|O15143|ARC1B_HUMAN,14,22
sp|O15143|ARC1B_HUMAN;sp|Q92747|ARC1A_HUMAN,1,1
sp|O15144|ARPC2_HUMAN,16,31
sp|O15145|ARPC3_HUMAN,6,7
sp|O15160|RPAC1_HUMAN,8,13
sp|O15164|TIF1A_HUMAN,4,4
sp|O15173|PGRC2_HUMAN,7,10
sp|O15198|SMAD9_HUMAN;sp|P84022|SMAD3_HUMAN;sp|Q15796|SMAD2_HUMAN,2,2
sp|O15198|SMAD9_HUMAN;sp|P84022|SMAD3_HUMAN;sp|Q15796|SMAD2_HUMAN;sp|Q15797|SMAD1_HUMAN;sp|Q99717|SMAD5_HUMAN,1,1
sp|O15212|PFD6_HUMAN,9,12
sp|O15213|WDR46_HUMAN,9,14
sp|O15226|NKRF_HUMAN,7,7
sp|O15254|ACOX3_HUMAN,4,4
sp|O15258|RER1_HUMAN,6,8
sp|O15260|SURF4_HUMAN,6,8
sp|O15264|MK13_HUMAN;sp|P45983|MK08_HUMAN;sp|P45984|MK09_HUMAN;sp|P53778|MK12_HUMAN;sp|P53779|MK10_HUMAN;sp|Q15746|MYLK_HUMAN;sp|Q15759|MK11_HUMAN;sp|Q16539|MK14_HUMAN;sp|Q32MK0|MYLK3_HUMAN;sp|Q86YV6|MYLK4_HUMAN;sp|Q9H1R3|MYLK2_HUMAN,1,3
sp|O15269|SPTC1_HUMAN,2,2
sp|O15270|SPTC2_HUMAN,5,5
sp|O15294|OGT1_HUMAN,20,27
sp|O15305|PMM2_HUMAN,7,9
sp|O15321|TM9S1_HUMAN,2,2
sp|O15347|HMGB3_HUMAN,3,4
sp|O15355|PPM1G_HUMAN,20,28
sp|O15357|SHIP2_HUMAN,12,14
sp|O15371|EIF3D_HUMAN,18,25
sp|O15372|EIF3H_HUMAN,8,12
sp|O15379|HDAC3_HUMAN,5,5
sp|O15381|NVL_HUMAN,10,10
sp|O15382|BCAT2_HUMAN,8,9
sp|O15391|TYY2_HUMAN;sp|P25490|TYY1_HUMAN,1,2
sp|O15391|TYY2_HUMAN;sp|P25490|TYY1_HUMAN;sp|Q96MM3|ZFP42_HUMAN,1,1
sp|O15392|BIRC5_HUMAN,1,1
sp|O15397|IPO8_HUMAN,10,11
sp|O15400|STX7_HUMAN,5,6
sp|O15427|MOT4_HUMAN,8,14
sp|O15431|COPT1_HUMAN,1,2
sp|O15438|MRP3_HUMAN;sp|P33527|MRP1_HUMAN,2,3
sp|O15439|MRP4_HUMAN,5,5
sp|O15446|RPA34_HUMAN,4,5
sp|O15460|P4HA2_HUMAN,12,16
sp|O15498|YKT6_HUMAN,7,10
sp|O15504|NUP42_HUMAN,1,1
sp|O15511|ARPC5_HUMAN,6,11
sp|O15511|ARPC5_HUMAN;sp|Q9BPX5|ARP5L_HUMAN,2,4
sp|O15533|TPSN_HUMAN,3,5
sp|O15554|KCNN4_HUMAN,3,4
sp|O43143|DHX15_HUMAN,38,51
sp|O43143|DHX15_HUMAN;sp|O60231|DHX16_HUMAN;sp|Q14562|DHX8_HUMAN,1,1
sp|O43148|MCES_HUMAN,3,3
