protein_group,sequence_count
sp|A0A0A0MS15|HV349_HUMAN,1
sp|A0A0B4J1V0|HV315_HUMAN,2
sp|A0A0B4J1V1|HV321_HUMAN;sp|A0A0B4J1X5|HV374_HUMAN;sp|A0A0C4DH42|HV366_HUMAN;sp|A0A0J9YVY3|HV741_HUMAN;sp|P01762|HV311_HUMAN;sp|P01763|HV348_HUMAN;sp|P01767|HV353_HUMAN;sp|P01772|HV333_HUMAN;sp|P01780|HV307_HUMAN;sp|P0DOX2|IGA2_HUMAN;sp|P0DP02|HVC33_HUMAN,1
sp|A0A0B4J1V1|HV321_HUMAN;sp|A0A0B4J1X8|HV343_HUMAN;sp|A0A0C4DH32|HV320_HUMAN;sp|P01762|HV311_HUMAN;sp|P01763|HV348_HUMAN;sp|P01766|HV313_HUMAN;sp|P01780|HV307_HUMAN;sp|P01782|HV309_HUMAN;sp|P0DP04|HV43D_HUMAN,1
sp|A0A0B4J1V2|HV226_HUMAN,1
sp|A0A0B4J1X5|HV374_HUMAN,1
sp|A0A0B4J1X5|HV374_HUMAN;sp|A0A0C4DH42|HV366_HUMAN;sp|P01764|HV323_HUMAN;sp|P01767|HV353_HUMAN;sp|P01768|HV330_HUMAN;sp|P01772|HV333_HUMAN;sp|P0DP02|HVC33_HUMAN;sp|P0DP03|HVC05_HUMAN,1
sp|A0A0B4J1Y8|LV949_HUMAN,2
sp|A0A0B4J1Y9|HV372_HUMAN,2
sp|A0A0B4J2D5|GAL3B_HUMAN;sp|P0DPI2|GAL3A_HUMAN,9
sp|A0A0B4J2D9|KVD13_HUMAN;sp|P0DP09|KV113_HUMAN,1
sp|A0A0B4J2H0|HV69D_HUMAN;sp|A0A0C4DH29|HV103_HUMAN;sp|P01742|HV169_HUMAN;sp|P01743|HV146_HUMAN;sp|P0DP01|HV108_HUMAN,1
sp|A0A0C4DH24|KV621_HUMAN,1
sp|A0A0C4DH25|KVD20_HUMAN;sp|P01619|KV320_HUMAN,1
sp|A0A0C4DH29|HV103_HUMAN,1
sp|A0A0C4DH31|HV118_HUMAN,1
sp|A0A0C4DH31|HV118_HUMAN;sp|P23083|HV102_HUMAN,1
sp|A0A0C4DH35|HV335_HUMAN,1
sp|A0A0C4DH36|HV338_HUMAN,1
sp|A0A0C4DH38|HV551_HUMAN,2
sp|A0A0C4DH38|HV551_HUMAN;sp|A0A0J9YXX1|HV5X1_HUMAN,1
sp|A0A0C4DH41|HV461_HUMAN;sp|P01824|HV439_HUMAN;sp|P01825|HV459_HUMAN;sp|P06331|HV434_HUMAN;sp|P0DP06|HVD34_HUMAN;sp|P0DP08|HVD82_HUMAN,1
sp|A0A0C4DH43|HV70D_HUMAN;sp|P01814|HV270_HUMAN,1
sp|A0A0C4DH43|HV70D_HUMAN;sp|P0DOX6|IGM_HUMAN,1
sp|A0A0C4DH72|KV106_HUMAN;sp|A0A0C4DH73|KV112_HUMAN;sp|P01597|KV139_HUMAN;sp|P01611|KVD12_HUMAN;sp|P04432|KVD39_HUMAN,1
sp|A0A0J9YX35|HV64D_HUMAN,1
sp|A0A0U1RRL7|MMPOS_HUMAN,1
sp|A0A1B0GTU1|ZC11B_HUMAN;sp|O75152|ZC11A_HUMAN;sp|P0DQW0|ZC11C_HUMAN,1
sp|A0A1B0GUS4|UB2L5_HUMAN;sp|P68036|UB2L3_HUMAN,3
sp|A0A1B0GVM6|CK097_HUMAN,1
sp|A0A1W2PQL4|ZN722_HUMAN;sp|A2RRD8|ZN320_HUMAN;sp|A6NHJ4|ZN860_HUMAN;sp|A6NK53|ZN233_HUMAN;sp|A6NK75|ZNF98_HUMAN;sp|A6NNF4|ZN726_HUMAN;sp|A6NP11|ZN716_HUMAN;sp|A8MTY0|ZN724_HUMAN;sp|A8MUV8|ZN727_HUMAN;sp|B4DU55|ZN879_HUMAN;sp|B4DX44|ZN736_HUMAN;sp|B4DXR9|ZN732_HUMAN;sp|O14628|ZN195_HUMAN;sp|O14709|ZN197_HUMAN;sp|O15090|ZN536_HUMAN;sp|O43309|ZSC12_HUMAN;sp|O43345|ZN208_HUMAN;sp|O43361|ZN749_HUMAN;sp|O75346|ZN253_HUMAN;sp|O75373|ZN737_HUMAN;sp|O75437|ZN254_HUMAN;sp|O75820|ZN189_HUMAN;sp|O95600|KLF8_HUMAN;sp|O95780|ZN682_HUMAN;sp|P0CB33|ZN735_HUMAN;sp|P0CJ79|ZN888_HUMAN;sp|P0DKX0|ZN728_HUMAN;sp|P0DPD5|ZN723_HUMAN;sp|P10073|ZSC22_HUMAN;sp|P17019|ZN708_HUMAN;sp|P17022|ZNF18_HUMAN;sp|P17026|ZNF22_HUMAN;sp|P17035|ZNF28_HUMAN;sp|P17038|ZNF43_HUMAN;sp|P17040|ZSC20_HUMAN;sp|P17097|ZNF7_HUMAN;sp|P35789|ZNF93_HUMAN;sp|P51522|ZNF83_HUMAN;sp|P51815|ZN75D_HUMAN;sp|P52742|ZN135_HUMAN;sp|P52744|ZN138_HUMAN;sp|Q02386|ZNF45_HUMAN;sp|Q03923|ZNF85_HUMAN;sp|Q03924|ZN117_HUMAN;sp|Q03936|ZNF92_HUMAN;sp|Q03938|ZNF90_HUMAN;sp|Q05481|ZNF91_HUMAN;sp|Q08AN1|ZN616_HUMAN;sp|Q09FC8|ZN415_HUMAN;sp|Q0VGE8|ZN816_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q14586|ZN267_HUMAN;sp|Q14590|ZN235_HUMAN;sp|Q14593|ZN273_HUMAN;sp|Q15928|ZN141_HUMAN;sp|Q15937|ZNF79_HUMAN;sp|Q16587|ZNF74_HUMAN;sp|Q2M3W8|ZN181_HUMAN;sp|Q2M3X9|ZN674_HUMAN;sp|Q2VY69|ZN284_HUMAN;sp|Q3KP31|ZN791_HUMAN;sp|Q3MIS6|ZN528_HUMAN;sp|Q3SXZ3|ZN718_HUMAN;sp|Q3ZCX4|ZN568_HUMAN;sp|Q4V348|Z658B_HUMAN;sp|Q53GI3|ZN394_HUMAN;sp|Q5HY98|ZN766_HUMAN;sp|Q5JNZ3|ZN311_HUMAN;sp|Q5JVG2|ZN484_HUMAN;sp|Q5JVG8|ZN506_HUMAN;sp|Q5SXM1|ZN678_HUMAN;sp|Q5VIY5|ZN468_HUMAN;sp|Q5VV52|ZN691_HUMAN;sp|Q68DY1|ZN626_HUMAN;sp|Q6AZW8|ZN660_HUMAN;sp|Q6P280|ZN529_HUMAN;sp|Q6P9G9|ZN449_HUMAN;sp|Q6PDB4|ZN880_HUMAN;sp|Q6ZMV8|ZN730_HUMAN;sp|Q6ZMW2|ZN782_HUMAN;sp|Q6ZN06|ZN813_HUMAN;sp|Q6ZN08|ZNF66_HUMAN;sp|Q6ZN19|ZN841_HUMAN;sp|Q6ZN57|ZFP2_HUMAN;sp|Q6ZNA1|ZN836_HUMAN;sp|Q6ZNG1|ZN600_HUMAN;sp|Q6ZR52|ZN493_HUMAN;sp|Q76KX8|ZN534_HUMAN;sp|Q7L2R6|ZN765_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|Q7Z7L9|ZSCA2_HUMAN;sp|Q86TJ5|ZN554_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q86V71|ZN429_HUMAN;sp|Q86XN6|ZN761_HUMAN;sp|Q86XU0|ZN677_HUMAN;sp|Q86Y25|Z354C_HUMAN;sp|Q8IW36|ZN695_HUMAN;sp|Q8IWY8|ZSC29_HUMAN;sp|Q8IYB9|ZN595_HUMAN;sp|Q8IYN0|ZN100_HUMAN;sp|Q8IZ26|ZNF34_HUMAN;sp|Q8N4W9|ZN808_HUMAN;sp|Q8N782|ZN525_HUMAN;sp|Q8N7Q3|ZN676_HUMAN;sp|Q8N823|ZN611_HUMAN;sp|Q8N859|ZN713_HUMAN;sp|Q8N8C0|ZN781_HUMAN;sp|Q8N8J6|ZN615_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q8N988|ZN557_HUMAN;sp|Q8N9F8|ZN454_HUMAN;sp|Q8NB50|ZFP62_HUMAN;sp|Q8NCK3|ZN485_HUMAN;sp|Q8NDQ6|ZN540_HUMAN;sp|Q8NEM1|ZN680_HUMAN;sp|Q8NF99|ZN397_HUMAN;sp|Q8NHY6|ZFP28_HUMAN;sp|Q8TAQ5|ZN420_HUMAN;sp|Q8TB69|ZN519_HUMAN;sp|Q8TBZ5|ZN502_HUMAN;sp|Q8TD23|ZN675_HUMAN;sp|Q8TF20|ZN721_HUMAN;sp|Q8TF32|ZN431_HUMAN;sp|Q8TF39|ZN483_HUMAN;sp|Q8WV37|ZN480_HUMAN;sp|Q8WXB4|ZN606_HUMAN;sp|Q96CX3|ZN501_HUMAN;sp|Q96H40|ZN486_HUMAN;sp|Q96IR2|ZN845_HUMAN;sp|Q96JC4|ZN479_HUMAN;sp|Q96LX8|ZN597_HUMAN;sp|Q96MR9|ZN560_HUMAN;sp|Q96N22|ZN681_HUMAN;sp|Q96N38|ZN714_HUMAN;sp|Q96N58|ZN578_HUMAN;sp|Q96NI8|ZN570_HUMAN;sp|Q96NL3|ZN599_HUMAN;sp|Q96PE6|ZIM3_HUMAN;sp|Q96RE9|ZN300_HUMAN;sp|Q96SE7|ZN347_HUMAN;sp|Q99676|ZN184_HUMAN;sp|Q9BX82|ZN471_HUMAN;sp|Q9H5H4|ZN768_HUMAN;sp|Q9H7R5|ZN665_HUMAN;sp|Q9H8G1|ZN430_HUMAN;sp|Q9H963|ZN702_HUMAN;sp|Q9HBT7|ZN287_HUMAN;sp|Q9HCG1|ZN160_HUMAN;sp|Q9HCL3|ZFP14_HUMAN;sp|Q9NQX6|ZN331_HUMAN;sp|Q9NV72|ZN701_HUMAN;sp|Q9P0L1|ZKSC7_HUMAN;sp|Q9P255|ZN492_HUMAN;sp|Q9P2F9|ZN319_HUMAN;sp|Q9P2J8|ZN624_HUMAN;sp|Q9UEG4|ZN629_HUMAN;sp|Q9UII5|ZN107_HUMAN;sp|Q9UJW7|ZN229_HUMAN;sp|Q9UL36|ZN236_HUMAN;sp|Q9Y2Q1|ZN257_HUMAN;sp|Q9Y473|ZN175_HUMAN;sp|Q9Y5A6|ZSC21_HUMAN,1
sp|A0A1W2PQL4|ZN722_HUMAN;sp|A2RRD8|ZN320_HUMAN;sp|A6NN14|ZN729_HUMAN;sp|A6NP11|ZN716_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|B4DXR9|ZN732_HUMAN;sp|O14628|ZN195_HUMAN;sp|O60765|Z354A_HUMAN;sp|O75346|ZN253_HUMAN;sp|P0CB33|ZN735_HUMAN;sp|P0CJ79|ZN888_HUMAN;sp|P0DPD5|ZN723_HUMAN;sp|P17035|ZNF28_HUMAN;sp|P17039|ZNF30_HUMAN;sp|P59923|ZN445_HUMAN;sp|Q03936|ZNF92_HUMAN;sp|Q03938|ZNF90_HUMAN;sp|Q08AN1|ZN616_HUMAN;sp|Q15928|ZN141_HUMAN;sp|Q3MIS6|ZN528_HUMAN;sp|Q3SXZ3|ZN718_HUMAN;sp|Q5FWF6|ZN789_HUMAN;sp|Q5HY98|ZN766_HUMAN;sp|Q5JVG8|ZN506_HUMAN;sp|Q5VIY5|ZN468_HUMAN;sp|Q6ZN06|ZN813_HUMAN;sp|Q6ZN08|ZNF66_HUMAN;sp|Q76KX8|ZN534_HUMAN;sp|Q7L2R6|ZN765_HUMAN;sp|Q86XN6|ZN761_HUMAN;sp|Q86XU0|ZN677_HUMAN;sp|Q86YE8|ZN573_HUMAN;sp|Q8IW36|ZN695_HUMAN;sp|Q8IYB9|ZN595_HUMAN;sp|Q8IYX0|ZN679_HUMAN;sp|Q8N782|ZN525_HUMAN;sp|Q8N859|ZN713_HUMAN;sp|Q8N9Z0|ZN610_HUMAN;sp|Q8NB42|ZN527_HUMAN;sp|Q8TB69|ZN519_HUMAN;sp|Q8WV37|ZN480_HUMAN;sp|Q96H40|ZN486_HUMAN;sp|Q96IR2|ZN845_HUMAN;sp|Q96JC4|ZN479_HUMAN;sp|Q96JL9|ZN333_HUMAN;sp|Q96LW1|Z354B_HUMAN;sp|Q96SE7|ZN347_HUMAN;sp|Q9H7R5|ZN665_HUMAN;sp|Q9HBT8|Z286A_HUMAN;sp|Q9NV72|ZN701_HUMAN;sp|Q9P2J8|ZN624_HUMAN;sp|Q9Y2Q1|ZN257_HUMAN,1
sp|A0A1W2PR95|IGB1C_HUMAN;sp|P78318|IGBP1_HUMAN,1
sp|A0A2R8Y4L2|RA1L3_HUMAN;sp|P09651|ROA1_HUMAN,3
sp|A0A2R8Y4L2|RA1L3_HUMAN;sp|P09651|ROA1_HUMAN;sp|P22626|ROA2_HUMAN;sp|P51991|ROA3_HUMAN;sp|Q13151|ROA0_HUMAN;sp|Q32P51|RA1L2_HUMAN,2
sp|A0A2R8Y4L2|RA1L3_HUMAN;sp|P09651|ROA1_HUMAN;sp|P22626|ROA2_HUMAN;sp|Q32P51|RA1L2_HUMAN,2
sp|A0A2R8Y4L2|RA1L3_HUMAN;sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN,5
sp|A0A2R8Y619|H2BK1_HUMAN;sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,3
sp|A0A2R8Y619|H2BK1_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1
sp|A0A2R8Y619|H2BK1_HUMAN;sp|Q8N257|H2B3B_HUMAN,1
sp|A0A3B3IRV3|MCTS2_HUMAN;sp|Q9ULC4|MCTS1_HUMAN,3
sp|A0A804HLA8|GBG5B_HUMAN;sp|P63218|GBG5_HUMAN,1
sp|A0A8I5KQE6|RPSA2_HUMAN;sp|P08865|RSSA_HUMAN,9
sp|A0AV96|RBM47_HUMAN,4
sp|A0AVT1|UBA6_HUMAN,10
sp|A0FGR8|ESYT2_HUMAN,11
sp|A0M8Q6|IGLC7_HUMAN,1
sp|A0M8Q6|IGLC7_HUMAN;sp|B9A064|IGLL5_HUMAN;sp|P0CF74|IGLC6_HUMAN;sp|P0CG04|IGLC1_HUMAN;sp|P0DOX8|IGL1_HUMAN;sp|P0DOY2|IGLC2_HUMAN,1
sp|A0M8Q6|IGLC7_HUMAN;sp|B9A064|IGLL5_HUMAN;sp|P0CF74|IGLC6_HUMAN;sp|P0CG04|IGLC1_HUMAN;sp|P0DOX8|IGL1_HUMAN;sp|P0DOY2|IGLC2_HUMAN;sp|P0DOY3|IGLC3_HUMAN,1
sp|A0M8Q6|IGLC7_HUMAN;sp|P0CF74|IGLC6_HUMAN;sp|P0DOY2|IGLC2_HUMAN;sp|P0DOY3|IGLC3_HUMAN,1
sp|A0MZ66|SHOT1_HUMAN,6
sp|A1L0T0|HACL2_HUMAN,6
sp|A1X283|SPD2B_HUMAN,6
sp|A1X283|SPD2B_HUMAN;sp|Q5TCZ1|SPD2A_HUMAN,2
sp|A2A368|MAGBG_HUMAN;sp|A8MXT2|MAGBH_HUMAN;sp|O15480|MAGB3_HUMAN;sp|O60732|MAGC1_HUMAN;sp|P43355|MAGA1_HUMAN;sp|P43358|MAGA4_HUMAN;sp|P43361|MAGA8_HUMAN;sp|P43363|MAGAA_HUMAN;sp|Q96M61|MAGBI_HUMAN,1
sp|A2A3N6|PIPSL_HUMAN;sp|P55036|PSMD4_HUMAN,1
sp|A2RRP1|NBAS_HUMAN,4
sp|A2RTX5|SYTC2_HUMAN,1
sp|A2RTX5|SYTC2_HUMAN;sp|P26639|SYTC_HUMAN,3
sp|A2RUS2|DEND3_HUMAN,1
sp|A3KMH1|VWA8_HUMAN,5
sp|A3KN83|SBNO1_HUMAN,1
sp|A3KN83|SBNO1_HUMAN;sp|Q9Y2G9|SBNO2_HUMAN,2
sp|A4D0S4|LAMB4_HUMAN;sp|P55268|LAMB2_HUMAN,1
sp|A4D1E9|GTPBA_HUMAN,4
sp|A4D1P6|WDR91_HUMAN,3
sp|A4D2H0|CTGEF_HUMAN;sp|Q86UF2|CTGE6_HUMAN;sp|Q96PC5|MIA2_HUMAN,1
sp|A4QPH2|PI4P2_HUMAN;sp|P42356|PI4KA_HUMAN;sp|Q8N8J0|PI4P1_HUMAN,1
sp|A5A3E0|POTEF_HUMAN,2
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|P60709|ACTB_HUMAN;sp|P62736|ACTA_HUMAN;sp|P63261|ACTG_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q6S8J3|POTEE_HUMAN,1
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|P60709|ACTB_HUMAN;sp|P63261|ACTG_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,1
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|P60709|ACTB_HUMAN;sp|P63261|ACTG_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,1
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P60709|ACTB_HUMAN;sp|P62736|ACTA_HUMAN;sp|P63261|ACTG_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q6S8J3|POTEE_HUMAN,3
sp|A5A3E0|POTEF_HUMAN;sp|P60709|ACTB_HUMAN;sp|P62736|ACTA_HUMAN;sp|P63261|ACTG_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q562R1|ACTBL_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,1
sp|A5D8V6|VP37C_HUMAN,1
sp|A5YKK6|CNOT1_HUMAN,22
sp|A6NC98|CC88B_HUMAN;sp|P02452|CO1A1_HUMAN,1
sp|A6NCE7|MP3B2_HUMAN;sp|Q9GZQ8|MLP3B_HUMAN;sp|Q9H492|MLP3A_HUMAN,2
sp|A6NDG6|PGP_HUMAN,8
sp|A6NEC2|PSAL_HUMAN;sp|P55786|PSA_HUMAN,12
sp|A6NFN3|RFOX3_HUMAN;sp|O43251|RFOX2_HUMAN;sp|Q9NWB1|RFOX1_HUMAN,1
sp|A6NGU5|GGT3_HUMAN;sp|B5MD39|GGTL3_HUMAN;sp|P19440|GGT1_HUMAN;sp|P36268|GGT2_HUMAN;sp|Q14390|GGTL2_HUMAN,1
sp|A6NGU5|GGT3_HUMAN;sp|P19440|GGT1_HUMAN;sp|P36268|GGT2_HUMAN,3
sp|A6NHG4|DDTL_HUMAN;sp|P30046|DOPD_HUMAN,2
sp|A6NHL2|TBAL3_HUMAN,1
sp|A6NHL2|TBAL3_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,1
sp|A6NHL2|TBAL3_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,2
sp|A6NHL2|TBAL3_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,1
sp|A6NHQ2|FBLL1_HUMAN;sp|P22087|FBRL_HUMAN,2
sp|A6NHQ4|EPOP_HUMAN;sp|Q13488|VPP3_HUMAN,1
sp|A6NHR9|SMHD1_HUMAN,6
sp|A6NI72|NCF1B_HUMAN;sp|A8MVU1|NCF1C_HUMAN;sp|P14598|NCF1_HUMAN,3
sp|A6NI72|NCF1B_HUMAN;sp|P14598|NCF1_HUMAN,1
sp|A6NIE9|PRS29_HUMAN;sp|P05981|HEPS_HUMAN;sp|P20231|TRYB2_HUMAN;sp|Q15661|TRYB1_HUMAN;sp|Q9BZJ3|TRYD_HUMAN,1
sp|A6NIH7|U119B_HUMAN,1
sp|A6NIZ1|RP1BL_HUMAN;sp|O95716|RAB3D_HUMAN;sp|P61224|RAP1B_HUMAN;sp|P62834|RAP1A_HUMAN,1
sp|A6NIZ1|RP1BL_HUMAN;sp|P61224|RAP1B_HUMAN,3
sp|A6NIZ1|RP1BL_HUMAN;sp|P61224|RAP1B_HUMAN;sp|P62834|RAP1A_HUMAN,2
sp|A6NKH3|RL37L_HUMAN;sp|P61513|RL37A_HUMAN,1
sp|A6NKT7|RGPD3_HUMAN;sp|O14715|RGPD8_HUMAN;sp|P0DJD0|RGPD1_HUMAN;sp|P0DJD1|RGPD2_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN;sp|Q99666|RGPD5_HUMAN,2
sp|A6NKT7|RGPD3_HUMAN;sp|O14715|RGPD8_HUMAN;sp|P0DJD0|RGPD1_HUMAN;sp|P0DJD1|RGPD2_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q99666|RGPD5_HUMAN,1
sp|A6NKT7|RGPD3_HUMAN;sp|O14715|RGPD8_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN;sp|Q99666|RGPD5_HUMAN,3
sp|A6NKT7|RGPD3_HUMAN;sp|P0DJD0|RGPD1_HUMAN;sp|P0DJD1|RGPD2_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN,3
sp|A6NKT7|RGPD3_HUMAN;sp|P49792|RBP2_HUMAN,1
sp|A6NKT7|RGPD3_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN,1
sp|A6NMY6|AXA2L_HUMAN;sp|P07355|ANXA2_HUMAN,22
sp|A6NNB3|IFM5_HUMAN,1
sp|A6NNY8|UBP27_HUMAN;sp|Q63HN8|RN213_HUMAN;sp|Q70EK9|UBP51_HUMAN,1
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN;sp|Q9H4B7|TBB1_HUMAN,3
